-0.868,-2.53,8.13,-14.07,-0.40,-0.02,10.02,0.00000000,0.00000000,0.00,0
-0.704,-3.51,8.58,-14.26,-0.46,-0.03,9.99,0.00000000,0.00000000,0.00,0
-0.766,-2.28,7.85,-13.88,-0.47,0.00,10.04,0.00000000,0.00000000,0.00,0
-0.773,-2.65,7.95,-14.57,-0.50,-0.06,10.10,0.00000000,0.00000000,0.00,0
-0.756,-3.14,8.27,-14.67,-0.46,-0.06,10.09,0.00000000,0.00000000,0.00,0
-0.611,-2.59,8.11,-13.71,-0.50,-0.04,10.08,0.00000000,0.00000000,0.00,0
-0.733,-2.86,8.49,-15.30,-0.48,-0.03,10.07,0.00000000,0.00000000,0.00,0
-0.513,-2.56,7.64,-14.86,-0.48,-0.06,10.04,0.00000000,0.00000000,0.00,0
-0.579,-2.67,8.13,-15.16,-0.52,-0.03,10.01,0.00000000,0.00000000,0.00,0
-0.638,-2.72,8.04,-14.31,-0.52,-0.02,10.14,0.00000000,0.00000000,0.00,0
-0.582,-2.22,8.37,-15.23,-0.47,-0.04,10.06,0.00000000,0.00000000,0.00,0
-0.736,-2.53,7.66,-14.69,-0.32,-0.04,9.93,0.00000000,0.00000000,0.00,0
-0.717,-2.31,7.97,-14.85,-0.49,-0.02,9.99,0.00000000,0.00000000,0.00,0
-0.707,-2.82,8.14,-14.40,-0.52,-0.07,10.12,0.00000000,0.00000000,0.00,0
-0.789,-2.53,7.67,-14.40,-0.55,-0.02,10.08,0.00000000,0.00000000,0.00,0
-0.585,-2.51,8.07,-15.07,-0.35,-0.02,9.93,0.00000000,0.00000000,0.00,0
-0.598,-3.04,7.92,-14.79,-0.49,-0.06,10.11,0.00000000,0.00000000,0.00,0
-0.434,-2.92,8.16,-14.26,-0.53,-0.06,9.98,0.00000000,0.00000000,0.00,0
-0.256,-2.76,8.29,-14.00,-0.45,-0.05,10.07,0.00000000,0.00000000,0.00,0
-0.316,-3.00,8.40,-14.34,-0.50,-0.03,10.06,0.00000000,0.00000000,0.00,0
-0.309,-2.66,8.55,-14.54,-0.53,-0.00,10.07,0.00000000,0.00000000,0.00,0
-0.395,-2.67,8.49,-14.16,-0.54,-0.01,10.22,0.00000000,0.00000000,0.00,0
-0.516,-3.20,8.59,-14.12,-0.63,0.29,10.26,0.00000000,0.00000000,0.00,0
-0.470,-3.62,8.97,-25.37,-0.12,-1.30,9.80,0.00000000,0.00000000,0.00,0
-0.437,-7.10,8.89,-29.82,-0.10,-0.56,10.30,0.00000000,0.00000000,0.00,0
-0.575,-8.51,8.43,-32.55,-0.01,-1.06,10.11,0.00000000,0.00000000,0.00,0
-0.667,-10.14,10.07,-36.90,0.04,-1.49,9.99,0.00000000,0.00000000,0.00,0
-0.611,-10.42,11.46,-32.91,0.25,-2.15,10.10,0.00000000,0.00000000,0.00,0
-0.648,-10.03,10.89,-32.68,0.45,-2.32,8.78,0.00000000,0.00000000,0.00,0
-0.381,-10.64,8.83,-31.95,0.27,-0.32,10.64,0.00000000,0.00000000,0.00,0
-0.325,-11.28,9.24,-31.69,-0.21,-0.43,10.51,0.00000000,0.00000000,0.00,0
-0.247,-10.84,9.15,-31.28,0.14,-0.50,10.03,0.00000000,0.00000000,0.00,0
-0.227,-10.86,9.73,-32.17,0.42,-0.72,9.80,0.00000000,0.00000000,0.00,0
-0.224,-10.73,9.06,-31.58,0.35,-0.57,10.14,0.00000000,0.00000000,0.00,0
-0.335,-10.44,9.21,-31.80,-0.01,-0.65,10.01,0.00000000,0.00000000,0.00,0
0.016,-10.71,9.16,-31.47,0.01,-0.72,10.15,0.00000000,0.00000000,0.00,0
0.266,-10.73,8.59,-30.97,0.09,-0.58,10.13,0.00000000,0.00000000,0.00,0
0.316,-10.41,8.83,-31.42,0.01,-0.57,9.96,0.00000000,0.00000000,0.00,0
0.125,-10.22,8.75,-31.66,0.14,-0.63,9.83,0.00000000,0.00000000,0.00,0
0.095,-10.67,8.81,-30.91,-0.04,-0.65,9.92,0.00000000,0.00000000,0.00,0
0.263,-11.11,9.16,-31.03,-0.13,-0.64,9.95,0.00000000,0.00000000,0.00,0
0.289,-10.64,9.09,-30.68,-0.19,-0.66,9.99,0.00000000,0.00000000,0.00,0
0.178,-10.67,9.34,-30.75,-0.09,-0.58,10.09,0.00000000,0.00000000,0.00,0
0.279,-10.84,9.68,-31.16,-0.12,-0.66,10.23,0.00000000,0.00000000,0.00,0
0.164,-10.83,9.87,-31.03,-0.24,-0.78,9.79,0.00000000,0.00000000,0.00,0
0.207,-11.08,9.30,-30.87,-0.30,-0.86,9.62,0.00000000,0.00000000,0.00,0
0.204,-10.93,9.19,-31.03,-0.46,-0.74,10.40,0.00000000,0.00000000,0.00,0
